Device,Wattage (W),Quantity,Hours/Day,Days/Month,Energy (kWh/Month)
Projector,1226,14,3.9,15,1011.64
Printer,998,14,4.7,27,1754.62
Heater,860,12,2.4,15,369.56
Water Cooler,235,5,6.2,21,153.84
LED Light,780,20,8.6,11,1475.4
Lab Equipment,1684,9,1.5,30,694.29
Projector,1285,17,3.8,28,2311.83
Tube Light,1429,18,1.1,13,353.53
Printer,1931,2,4,16,244.75
Fridge,1930,14,2,12,652.92
Computer,1977,16,7.4,15,3506.86
Projector,1156,17,9.1,23,4124.05
Tube Light,182,7,1.2,19,29.82
Smartboard,219,8,1.8,14,45.15
Lab Equipment,1302,3,2.6,15,150.05
Heater,1559,10,11.2,30,5234.28
Projector,1456,18,9.7,27,6855.43
Heater,198,20,5.2,11,226.68
Heater,72,4,9.9,26,74.14
AC (1.5 Ton),36,14,9.6,27,130.45
Printer,616,15,4.6,28,1186.66
AC (1.5 Ton),1870,13,1.2,19,567.11
Water Cooler,1596,3,3.3,24,378.4
Ceiling Fan,1961,12,4.6,19,2048.35
AC (1.5 Ton),650,18,4.8,16,892.38
Projector,1202,11,6.5,11,938.34
Ceiling Fan,643,11,4.8,28,956.83
Smartboard,1508,6,4.7,15,632.42
Tube Light,1431,1,7.1,30,303.43
Lab Equipment,281,14,1.7,18,121.94
Heater,177,11,10.5,17,348.35
Smartboard,1691,13,1.5,21,704.94
Smartboard,665,8,5.1,10,269.75
Lab Equipment,990,3,9,24,639.73
AC (1.5 Ton),106,10,3.4,14,50.4
Smartboard,1072,9,7.7,12,897.08
LED Light,1199,10,4.8,12,689
WiFi Router,1905,10,8.8,14,2359.12
Water Cooler,680,3,9.7,11,216.81
Printer,792,14,7,15,1158.18
Computer,645,11,3.5,30,741.93
Lab Equipment,1494,4,10.6,15,946.54
AC (1.5 Ton),826,9,9.1,21,1415.53
Heater,1396,3,2.3,25,236.5
Computer,868,15,4.1,23,1226.88
Tube Light,292,18,5.6,29,849.52
Lab Equipment,219,3,1.6,10,10.46
LED Light,1356,7,10.9,18,1864.29
Projector,1461,13,11.3,22,4703.97
Smartboard,1999,12,9.8,20,4690.89
Smartboard,1713,12,6.4,29,3807.87
Heater,1015,11,3.8,14,593.97
Ceiling Fan,1495,8,7.6,16,1450.72
LED Light,423,2,2.7,26,59.52
Projector,1806,19,10.9,28,10471.72
Printer,1172,3,1.2,15,65.36
Fridge,1786,8,7.8,12,1329.54
LED Light,1153,7,10.4,26,2190.97
Fridge,89,10,8.2,25,182.98
WiFi Router,494,16,9.9,30,2345.97
Projector,639,14,11.2,28,2803.12
Computer,457,17,3.3,21,545.49
Printer,1293,4,8.9,10,462.32
Ceiling Fan,1003,6,3.1,27,506.14
LED Light,1331,20,7.2,29,5594.89
AC (1.5 Ton),455,9,5.8,13,309.24
Heater,1985,1,1.2,28,68.93
Smartboard,1609,12,5.8,23,2561.61
Smartboard,1245,12,10.7,11,1750.25
Water Cooler,276,4,9.8,11,119.5
Printer,1215,19,7.4,14,2404.19
WiFi Router,1876,10,10.3,22,4232.6
Lab Equipment,844,2,8.5,13,186.81
Water Cooler,778,10,11.7,25,2284.18
Projector,1366,11,7.1,10,1068.91
Computer,608,14,10.7,24,2187.49
Printer,1673,7,7.2,14,1176.43
AC (1.5 Ton),1194,20,3.5,14,1185.92
Lab Equipment,1764,20,8.9,24,7548.61
Tube Light,571,5,4,29,331.93
Tube Light,961,14,2.9,25,984.96
Projector,1024,15,6.4,17,1660.71
Computer,1131,8,9.2,23,1910.84
Lab Equipment,448,20,1.7,22,328.97
Water Cooler,1998,12,7.5,28,5030.18
Tube Light,953,1,11.3,18,194.13
Water Cooler,46,14,3.5,23,51.14
Printer,1106,8,8.9,13,1021.38
Heater,639,15,1.7,25,403.52
LED Light,391,15,1,14,84.45
Smartboard,664,11,4.3,13,408.55
Printer,276,20,1.6,30,269.67
Tube Light,341,19,8.9,30,1728.47
Projector,521,7,6.7,16,391.13
Water Cooler,656,6,10.8,19,810.5
Projector,1249,2,10.4,29,753.22
Heater,1381,15,8.7,23,4157.15
Smartboard,687,17,1.4,24,401.34
Computer,621,16,8.7,21,1808.1
Water Cooler,838,5,1.6,26,169.64
Fridge,1883,1,8.3,28,435.35
Fridge,1931,12,2.8,27,1744.79
Fridge,441,4,5,10,88.35
Smartboard,420,12,3.7,12,223.37
Computer,1616,3,6.7,29,936.79
Smartboard,904,15,5.8,23,1814.47
Fridge,1795,14,1.1,19,513.55
Smartboard,840,2,7.6,18,228.75
WiFi Router,1059,15,7,20,2231.6
Computer,263,13,4.9,23,386.95
WiFi Router,1012,5,7,20,706.4
Water Cooler,592,10,8.9,10,525.75
Heater,276,5,10.1,25,347.12
Water Cooler,1358,4,8.4,25,1143.68
Heater,36,13,4.8,30,67.01
Fridge,565,13,10.3,27,2049.51
Lab Equipment,1667,3,5.3,21,559.87
Smartboard,680,3,8.3,16,270.64
WiFi Router,1915,19,8.8,28,8944.53
Heater,916,3,3.6,17,166.59
Lab Equipment,62,8,11.9,24,141.71
Water Cooler,1273,7,11.9,24,2535.76
Tube Light,783,2,3.6,10,55.76
Tube Light,1135,7,1.2,21,193.68
Smartboard,578,6,11.7,10,406.53
Ceiling Fan,1403,19,6,26,4182.58
Computer,1463,2,3.6,15,160.19
Computer,710,5,11.7,18,749.89
Computer,858,4,7.8,15,400.02
AC (1.5 Ton),147,20,7.9,30,695.43
AC (1.5 Ton),427,11,10.4,30,1460.77
Lab Equipment,933,3,7.6,21,449.2
Fridge,1800,18,5,24,3879.4
Computer,424,14,6.8,13,528.36
Printer,1572,8,2.4,22,652.87
WiFi Router,1991,1,2.2,14,61.49
Computer,1896,8,2.7,30,1230.16
Tube Light,58,4,10.7,25,62.23
WiFi Router,195,5,6.7,10,65.55
Lab Equipment,1180,14,2.6,23,985.16
Smartboard,585,14,12,16,1570.12
Printer,1109,2,8.1,21,377.43
Tube Light,797,7,9.8,30,1642.57
Water Cooler,1467,6,10.6,20,1862.9
Fridge,389,19,4.8,15,527.11
Lab Equipment,1483,18,4.7,22,2735.06
Projector,1552,18,2,12,666.44
Tube Light,1889,7,5.7,12,911.79
Tube Light,1490,15,8.9,13,2598.05
Computer,341,5,2.8,21,100.37
Tube Light,265,16,10.2,12,518.71
Projector,1707,9,11.1,23,3921.73
Computer,921,13,9.1,22,2408.49
WiFi Router,1920,18,6.7,25,5775.79
Lab Equipment,136,10,11.8,23,370.28
Smartboard,358,11,2.4,14,130.59
Fridge,694,11,1.1,23,192.83
Projector,727,19,5.2,26,1874.75
WiFi Router,1228,10,1.6,26,496.59
Projector,568,13,5.4,24,950.62
Lab Equipment,1963,16,2.6,28,2243.04
Tube Light,286,2,2.6,10,14.8
Tube Light,1875,15,8.2,20,4637.34
Projector,464,19,11.2,29,2869.26
AC (1.5 Ton),1917,18,4,24,3306.61
Tube Light,459,2,6.1,13,73.24
Printer,123,12,7.2,28,297.76
Ceiling Fan,1309,14,4.3,24,1879.91
Tube Light,419,12,6.1,23,707.05
Ceiling Fan,2000,6,7.6,19,1735.35
Ceiling Fan,1827,11,2,18,722.58
Printer,1914,9,9.2,27,4281.7
Lab Equipment,241,14,6.8,28,646.44
WiFi Router,1540,17,6.5,21,3577.25
Printer,1651,16,11.7,20,6156.57
Fridge,743,6,8.6,18,686.4
Computer,74,2,8.5,20,25.03
Projector,1246,12,7.9,28,3320.07
Smartboard,1054,12,9.6,10,1214.34
Computer,1087,10,7.7,24,2002.29
Fridge,965,18,3.9,23,1554.33
Ceiling Fan,335,7,6.4,10,149.52
Lab Equipment,188,4,11.6,14,122.02
Printer,532,5,4.7,19,238.42
Water Cooler,1789,13,4.5,26,2741
Heater,195,14,2,27,146.21
Computer,835,8,12,28,2238.82
Smartboard,1991,9,2.3,15,608.06
Smartboard,1683,16,5.6,16,2420.86
Ceiling Fan,1876,8,7.4,10,1116.99
LED Light,1038,8,7.2,25,1495.68
Lab Equipment,708,10,2.5,30,521.27
WiFi Router,1412,19,6,16,2577.33
Projector,167,8,2.8,15,57.02
Tube Light,1939,20,5.7,23,5076.53
Fridge,614,3,7.3,26,351.2
Computer,267,13,11.1,27,1039.19
WiFi Router,863,4,4,14,191.35
Printer,439,16,9.9,24,1665.49
Tube Light,1781,8,6,21,1807.29
Heater,851,11,1.9,22,391.94
Smartboard,97,5,11.1,15,80.81
Ceiling Fan,1262,10,4.7,18,1057.22
Ceiling Fan,355,5,6.9,27,329.94
Projector,1915,7,4.1,17,932.4
Computer,592,13,6.1,11,516.72
Heater,511,16,4.4,14,503.11
Lab Equipment,1029,7,8.2,28,1661.17
Heater,272,19,5.6,23,662.74
WiFi Router,897,2,8.7,28,435.77
WiFi Router,678,3,9.8,20,397.77
Tube Light,392,19,4.2,11,342.22
Water Cooler,83,8,8.9,19,112.4
Computer,14,1,5.4,27,2.04
WiFi Router,1776,4,8,21,1195.39
Water Cooler,1448,10,11.9,19,3277.4
Heater,298,11,9.6,21,660.54
Computer,1145,4,10,11,502.1
Projector,1694,17,10,16,4616.26
Ceiling Fan,784,3,9.2,28,607.65
AC (1.5 Ton),1459,7,6.6,24,1607.07
Printer,281,20,4.7,13,341.22
Tube Light,552,5,4.4,22,266.47
Printer,122,11,11,25,370.55
Printer,1431,11,5.9,20,1860.38
Printer,94,5,5.4,21,53.39
Ceiling Fan,1938,8,9.2,22,3127.31
Heater,1205,1,4,11,52.44
Tube Light,1457,8,9.3,15,1624.67
LED Light,1429,18,4.8,15,1869.65
Ceiling Fan,1509,11,10,29,4792.11
Printer,119,12,7.8,30,334.18
Tube Light,268,17,9.9,18,813.09
LED Light,1947,17,3.9,15,1931.13
Ceiling Fan,529,14,1.4,22,233.34
Lab Equipment,1574,9,11.6,18,2965.56
Projector,123,11,7,16,150.55
Smartboard,202,11,3.8,30,253.64
Ceiling Fan,425,16,12,10,815.27
Fridge,216,10,9.5,24,490.2
Lab Equipment,1839,16,6.6,21,4086.8
Smartboard,1539,20,6.7,16,3303.09
LED Light,1561,2,2.9,12,110.21
Ceiling Fan,974,20,2.3,16,721.07
LED Light,1573,8,10.9,13,1777.95
Tube Light,1006,13,8,10,1041.12
Computer,434,5,9.3,26,525.28
Lab Equipment,89,18,9.9,18,286.59
Ceiling Fan,89,1,7.4,10,6.61
Fridge,1287,15,6.7,15,1935.23
Heater,1804,15,2.9,15,1187.61
Ceiling Fan,1008,5,5.9,20,595.18
Fridge,1530,18,8.6,27,6426.66
Tube Light,1099,6,10.5,12,831.03
Printer,749,13,6.9,28,1883.16
Ceiling Fan,158,7,7.2,14,111.92
Ceiling Fan,1097,4,4.1,20,362.9
LED Light,1082,4,11.4,29,1426.29
Printer,1913,5,8.7,23,1916.2
Heater,1232,14,5.8,20,2011.52
Ceiling Fan,828,14,10.1,24,2811.4
Smartboard,1913,11,1.3,26,723.47
Tube Light,681,6,10.2,15,627.91
AC (1.5 Ton),157,10,10.8,19,321.75
Fridge,260,8,7.4,12,183.69
Projector,753,1,11.5,30,258.97
Smartboard,1638,15,6.1,28,4211.78
Lab Equipment,892,15,1.4,14,265.5
Tube Light,344,3,1.4,28,39.61
Fridge,72,3,2.6,27,15.4
WiFi Router,368,13,11,27,1414.52
Printer,1524,11,6.5,13,1414.32
WiFi Router,914,8,6.4,30,1408.7
Tube Light,1199,4,2.2,16,169.71
Smartboard,562,19,9.8,21,2205.26
Heater,952,20,5.2,29,2890.94
Computer,1450,16,4.2,29,2814.77
Fridge,1609,13,2.1,18,790.93
LED Light,1556,8,10.4,29,3756.11
Projector,1836,5,7.2,11,727.09
Ceiling Fan,95,18,11.5,15,295.63
Computer,601,5,9.6,26,753.02
Projector,539,13,7.3,18,926.38
Ceiling Fan,1027,1,9.1,24,224.73
Heater,641,15,2.4,10,232.14
Computer,1883,19,7.2,19,4862.88
Printer,1663,16,4,12,1280.41
Lab Equipment,640,12,7.1,17,921.89
LED Light,1801,7,4.8,28,1686.32
Projector,553,1,9.1,14,70.22
Smartboard,161,15,11,19,503.1
Computer,46,18,3.6,15,45.19
Tube Light,1729,7,8.8,26,2772.65
Fridge,1680,14,10.8,25,6349.46
Computer,1605,5,6,27,1292.97
WiFi Router,1493,15,6.4,12,1709.78
Fridge,1610,4,4.8,30,921.66
AC (1.5 Ton),1602,3,3.8,23,421.02
Computer,1521,5,4,14,426.15
Computer,267,1,11.2,25,75
Fridge,135,8,6,30,194.02
Projector,103,2,8.5,13,22.89
Tube Light,222,6,10.3,20,273.28
AC (1.5 Ton),351,4,4.7,30,199.24
Lab Equipment,615,8,3.8,18,336.48
WiFi Router,1784,9,10.6,11,1878.89
Smartboard,1228,4,6.3,14,431.89
Tube Light,1790,5,4.1,15,554.11
Computer,20,12,8.8,29,61.15
LED Light,1508,19,4.2,17,2026.82
Lab Equipment,246,15,6.1,28,628.57
Projector,1909,5,10.7,15,1529.42
Lab Equipment,506,1,10.5,14,74.55
AC (1.5 Ton),1266,1,5.1,18,116.13
Printer,1666,2,8.8,22,645.57
Ceiling Fan,1695,10,10.4,21,3702.69
Water Cooler,807,3,9.7,21,491.5
AC (1.5 Ton),1546,3,4.9,20,457.41
Printer,309,19,6.9,19,772.66
Water Cooler,2000,1,9.2,23,421.06
Ceiling Fan,1888,3,7.9,11,491.66
Smartboard,503,7,4.3,22,333.02
Lab Equipment,1987,9,2.6,23,1053.63
Printer,1619,12,11.6,27,6102.09
AC (1.5 Ton),1423,1,3.4,10,48.55
Heater,28,10,2.5,11,7.83
Lab Equipment,1033,19,8.5,17,2824.05
Heater,1675,10,10.7,16,2877.44
Fridge,1793,12,11.1,13,3108.51
Computer,668,19,10.7,17,2316.14
Heater,1561,1,3.8,15,87.89
Fridge,331,3,8.8,29,253.08
Projector,818,11,9.5,19,1621.43
Fridge,1174,17,2.5,23,1132.59
